,Heading,Article,Date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
2007,Ayatollah Ali Khamenei Says The U.S. Is Iran's 'Number One Enemy',"""We will never accept their bullying over the nuclear deal,” Khamenei said.",2017-11-02,0.0,0.0,0.0,0.0
2008,We Don't Need No Balfour Declarations... Or Celebrations,"Thinking forward from past to present, I see how the Balfour declarations advanced Jewish nationalism, meaning Zionism. Nevertheless",2017-11-02,0.0,0.0,0.2125,0.037500000000000006
2009,Memories Of The Future: On The Anniversary Of The Balfour Declaration,"“A historian can record what went wrong, but – in his feckless and unhelpful way – he’s not necessarily there to tell them",2017-11-02,0.125,0.0,0.95,-0.25
2010,A German Train Named After Anne Frank Is Causing Controversy,"“The combination of Anne Frank and a train evokes associations with the persecution of the Jews and the deportations during the Second World War.""",2017-11-01,0.0,0.0,0.0,0.0
2011,British Defense Secretary Michael Fallon Resigns Following Allegations Of Harassment,He's the first member of Parliament to step down in the midst of a growing sexual harassment scandal in Westminster.,2017-11-01,0.05,0.0,0.4851851851851852,0.19814814814814816
2012,What Next For Kurdistan?,"Assessing the fallout of September's referendum ""disaster.""",2017-11-01,0.0,0.0,0.0,0.0
2013,Brazilian Cops Are Killing More People Than Ever. Somebody Tell Madonna.,The pop star posed in camouflage with Rio de Janeiro police last week amid a police violence epidemic.,2017-11-01,0.5,0.5,0.06666666666666667,0.0
2014,How Uzbekistan Became A Hotbed For Violent Extremism And Radicalism,The suspect terrorist in the New York terrorist attack is a Uzbek national. It remains unclear how or when he became radicalized.,2017-11-01,1.0,-0.8,0.45454545454545453,0.13636363636363635
2015,NATO Chief Calls For UN Sanctions On North Korea For Nuclear Tests,"North Korea poses ""a global threat which requires a global response,"" Jens Stoltenberg said.",2017-10-31,0.0,0.0,0.0,0.0
2016,Report: More Than 200 Killed In North Korean Tunnel Collapse Following Nuclear Test,The blast likely caused tremors and landslides.,2017-10-31,0.19999999999999998,0.09999999999999999,1.0,0.0
2017,"'Getting Away With Murder' In Somalia, Where Journalists Are Killed With Impunity","Dozens of journalists have been slain in Somalia over the past decade, but none of their killers have been brought to justice.",2017-10-31,0.0,-0.2,0.25,-0.25
2018,Company Gives Nonsmokers 6 Days Off For Forgoing Smoking Breaks,The new perk is meant to compensate nonsmokers at the Japanese company for the time others spend taking the breaks.,2017-10-31,0.0,0.0,0.22727272727272727,0.06818181818181818
2019,Ousted Catalan Leader Accepts New Election,Puigdemont also said he was not seeking asylum in Belgium.,2017-10-31,0.45454545454545453,0.13636363636363635,0.0,0.0
2021,Catholics And Protestants Mark 500th Anniversary Of Martin Luther's Reformation,"Centuries later, these two Christian groups are working towards unity.",2017-10-31,0.0,0.0,0.0,0.0
2022,Long-Lost Salamander Rediscovered In Guatemalan Jungle,"The ""golden wonder"" species had not been seen for more than four decades.",2017-10-31,0.0,0.0,0.5,0.4
2023,Will Iran Be The Next Regional Nation Torn Apart By Conflict?,This brutal 'Persianization' process was doomed to failure from the start.,2017-10-31,0.0,0.0,0.65,-0.5958333333333333
2024,From America With Love,"U.S. commandos are a ""persistent presence” on Russia’s doorstep.",2017-10-30,0.6,0.5,0.0,0.0
2025,Spain’s State Prosecutor Calls For Charges Against Catalan Leaders,"Earlier, Catalan leaders had said they would not accept Spanish authority.",2017-10-30,0.0,0.0,0.25,0.0
2026,Who Is Viktor Yanukovych And What's His Connection To Paul Manafort?,The former Ukrainian president was named in the indictment of Trump's former campaign chair.,2017-10-30,0.0,0.0,0.0,0.0
2027,10 Lessons We've Learned From AIDS That Can Be Applied To Chronic Diseases,Communicable diseases like HIV/AIDS and malaria have taken a terrible toll on Kenya and other African countries over the,2017-10-30,0.0,0.0,0.4583333333333333,-0.375
2028,Danish Submarine Owner Admits Dismembering Body Of Swedish Journalist,He still denies killing her.,2017-10-30,0.0,0.0,0.0,0.0
2029,Saudi Women Allowed Inside Sports Stadiums In Small Advance For Women’s Rights,The country lifted its ban on female drivers last month.,2017-10-30,0.4,-0.25,0.11666666666666667,0.0
2030,Burmese Expats Must Join The Chorus Of International Outrage Over The Rohingya Humanitarian Crisis,"As an American civil rights lawyer who was born in Myanmar (or Burma, as I still call it), I watched with horror this summer",2017-10-30,0.0,0.0,0.0,0.0
2031,"Islamist Attack On Somali Hotel Kills At Least 29, Police Say",Islamist militants al Shabaab claimed responsibility for this weekend’s attack.,2017-10-29,0.4,-0.3,0.0,0.0
2032,Hundreds Of Thousands March For Unified Spain in Barcelona,It's one of the biggest pro-unity rallies amid Catalonia's independence crisis.,2017-10-29,0.0,0.0,0.0,0.0
2033,Kurdish Leader Barzani Resigns After Independence Referendum Backfires,The announcement could set off a new crisis in Iraq.,2017-10-29,0.0,0.0,0.45454545454545453,0.13636363636363635
2034,Mexico Celebrates Day Of The Dead With Tribute To Earthquake Victims,"“The parade could be a distraction, a way of escaping,” one parade-goer said.",2017-10-29,0.4,-0.2,0.23333333333333334,-0.25
2035,Balfour Declaration: A Convergence Of Zionist Ambition And The British Imperial Enterprise,Zionists have long viewed this document as a “promissory note” giving a Great Power “seal of approval” to their quest to establish a state in Palestine.,2017-10-28,0.0,0.0,0.575,0.375
2036,Crown Prince Mohammed’s Vow To Moderate Saudi Islam: Easier Said Than Done,Saudi Crown Prince Mohammed bin Salman’s recent disavowal of the kingdom’s founding religious ideology had a master’s voice,2017-10-28,0.7,0.0,0.25,0.0
2037,Deadly Car Bomb Explosions Rock Somali Capital,A bomb attack in Mogadishu killed at least 358 people this month.,2017-10-28,0.4,-0.2,0.2,-0.25
2038,"Spain Just Made History -- Twice. Here's What Went Down, Hour By Hour",The government voted to strip Catalonia of its autonomy less than an hour after the region declared independence.,2017-10-27,0.2888888888888889,-0.15555555555555559,0.06666666666666667,-0.16666666666666666
2039,Photos Record A Historic Day As Catalonia Declares Independence From Spain,Spain is already fighting back.,2017-10-27,0.0,0.0,0.0,0.0
2040,Catalonia And The Staggering Failure Of Politics,"Today was a dark day for Catalonia, Spain, and Europe.",2017-10-27,0.3,-0.3166666666666667,0.4,-0.15
2041,What's Next In Spain And Catalonia's Month Of Political Chaos,"Catalonia declared independence on Friday. Minutes later, Spain imposed direct rule.",2017-10-27,0.05,0.0,0.2,0.05
2042,Catalan Parliament Declares Independence From Spain,The Spanish government moved to impose direct rule over Catalonia less than an hour later.,2017-10-27,0.0,0.0,0.11666666666666667,-0.016666666666666663
2043,UN Rights Chief Calls Humanitarian Situation In Syria 'An Outrage',"At least 350,000 trapped Syrians lack access to food and medicine.",2017-10-27,0.0,0.0,0.2,-0.25
2044,UN Report: Syrian Government To Blame For April Chemical Attack,"The attack killed dozens of people, including children.",2017-10-26,0.0,0.0,0.0,-0.2
2045,Pope Francis Is All Starry-Eyed Wonder During Call To International Space Station,"He asked the astronauts, ""What are your thoughts regarding the place of man in the universe?”",2017-10-26,0.0,0.0,0.0,0.0
2046,The Current Conflict In Spain Has A Lot To Do With Economic Failure,There is little in the data that would indicate that Spain’s austerity “worked.”,2017-10-26,0.30000000000000004,-0.038888888888888896,0.5,-0.1875
2047,"Violence, Protests Mar Kenya's Election Rerun","Around 50 people have been killed, mostly by security forces, since the original Aug. 8 vote.",2017-10-26,0.0,0.0,0.4166666666666667,0.225
2048,Aerial Images Reveal North Korea's Secret Network Of Prisons And 'Re-Education' Camps,A new report sheds light on the regime's “system of arbitrary detention and severe repression.”,2017-10-26,0.7,-0.4,0.5848484848484848,0.14545454545454548
2049,Pope Francis Urges America To Care For Its Dreamers And Immigrants,"“If there weren’t people who helped my father when he arrived [in Argentina] ... I would not be here today.""",2017-10-26,0.0,0.0,0.0,0.0
2050,Catalan Leader Backs Off Calling Regional Election,Carles Puigdemont said he had not received enough guarantees that the move would stop Spain imposing direct rule.,2017-10-26,0.0,0.0,0.45,0.05
2051,A B-Minus For UN Conduct?,The world body submits an annual report detailing staff crimes and misconduct -- this year’s results are in.,2017-10-26,0.0,0.0,0.0,0.0
2052,The Kurds' Bitter Defeat In Iraq Is Now Everyone's Problem,"In just seven days, the Kurdish dream of independence turned into the stuff of nightmares.",2017-10-25,0.5,-0.1,0.0,0.0
2053,Rohingyas Are Suffering 'On A Catastrophic Scale.' Here's How To Help.,"More than 600,000 persecuted Muslims have fled Myanmar in just two months.",2017-10-25,0.0,0.0,0.5,0.5
2054,Kenya Plunges Deeper Into Crisis Ahead Of Tomorrow's Vote,Hundreds of supporters of opposition leader Odinga took to the streets.,2017-10-25,0.0,0.0,0.0,0.0
2055,Qatari Labor Reforms Could Finally End 'Modern Day Slavery' For Migrant Workers,"The 2022 FIFA World Cup host has achieved a “genuine breakthrough” for workers, one international labor leader said. Others are less sure.",2017-10-25,0.65,0.1,0.3638888888888889,0.18333333333333335
2056,Trump Celebrates Xi Jinping's 'Extraordinary Elevation.' But Does He Know What It Means?,The Chinese president now boasts near-absolute authority.,2017-10-25,1.0,0.3333333333333333,0.0,0.0
2057,"With Xi Jinping At The Helm, China's Communist Party Unveils New Leadership",There is no clear successor among the party's top officials.,2017-10-25,0.45454545454545453,0.13636363636363635,0.44166666666666665,0.225
2058,The Horrifying Death Of A Syrian Infant Underscores The Brutality Of Assad’s Siege Warfare,"The Syrian regime is pushing the besieged suburb of eastern Ghouta ""to the brink of catastrophe,"" experts warn.",2017-10-24,1.0,-0.9,0.0,0.0
2059,"China's Communist Party Elevates Xi Doctrine, Cementing His Power","This puts him in the same company as the founder of modern China, Mao Zedong.",2017-10-24,0.0,0.0,0.2125,0.1
2060,U.S. Considers Punishing Myanmar With Sanctions Over Treatment Of Rohingya Muslims,"“We are exploring accountability mechanisms available under U.S. law, including Global Magnitsky targeted sanctions.”",2017-10-24,0.0,0.0,0.2,0.2
2061,U.S. Is Officially The Only Country Besides Syria Not To Support Paris Climate Deal,Nicaragua signed on after initially refusing because the targets weren't ambitious enough.,2017-10-24,1.0,0.0,0.4166666666666667,0.08333333333333333
2062,"Facing Global Outrage, WHO Revokes Robert Mugabe's Goodwill Ambassador Appointment",The Zimbabwean leader served as the health organization's goodwill envoy for just five days.,2017-10-23,0.0,0.0,0.0,0.0
2063,ISIS Reportedly Killed 128 People In Syrian Town Over 3-Week Period,The Syrian army recaptured the town on Saturday.,2017-10-23,0.0,-0.2,0.0,0.0
2064,Russian Radio Journalist Stabbed In Neck Amid Anti-Media Violence,“The amount of aggression directed towards liberal journalists in this country from state media and elsewhere is overwhelming and non-stop.”,2017-10-23,0.0,0.0,1.0,0.5
2065,Why Hasn't America Done More To Help Puerto Rico?,It is deeply shameful that President Trump is not asking the same question.,2017-10-22,0.5,0.5,0.2625,0.0
2066,Japan's Election Sets Up A New Battle Over Its Pacifist Constitution,Prime Minister Shinzo Abe is likely to use his win to pursue a bigger role for the military.,2017-10-22,0.45454545454545453,0.13636363636363635,0.5,0.17500000000000002
2067,Spain's Prime Minister Says He Will Sack Catalonia's Government And Call For Regional Elections,Mariano Rajoy said his government had taken this unprecedented decision to restore the law.,2017-10-21,0.0,0.0,0.9,0.6
2068,"Who Is Carles Puigdemont, Leader Of Catalonia's Controversial Independence Movement?","The Spanish government has vowed to ""sack"" Puigdemont and his government amid rising tensions.",2017-10-21,0.95,0.55,0.0,0.0
2069,Catalan Leader Says Region Cannot Accept 'Illegal' Control From Madrid,It is the first time since Spain's return to democracy that the central government has used its powers to seize control of a regional administration.,2017-10-21,0.5,-0.5,0.29166666666666663,0.125
2070,Will The U.S. Ever Win The War In Afghanistan?,"The American consciousness simply has no conception, not even a Trumpian illusion, of what “winning” looks like.",2017-10-21,0.4,0.8,0.36904761904761907,0.16666666666666666
2071,"Knife Attacker Injures 8 In Munich, Police Detain Suspect","Authorities said they had ""no indication of a terrorist, political, or religious motive.""",2017-10-21,0.0,0.0,0.175,0.0
2072,Scores Killed In Shootout Near Cairo,Egypt is battling an Islamist insurgency concentrated in the Sinai peninsula.,2017-10-21,0.2,-0.05,0.0,0.0
2073,Gulf Crisis Broadens Definitions Of Food Security,Food security has taken on a new dimension almost five months into the Gulf crisis that pits a UAE-Saudi alliance against,2017-10-21,0.0,0.0,0.45454545454545453,0.13636363636363635
2074,Oxford Students To Alumna Aung San Suu Kyi: Rohingya Inaction Is 'Inexcusable',Myanmar’s civilian leader is under increasing scrutiny for her failure to address the humanitarian crisis.,2017-10-21,0.0,0.0,0.3,-0.3166666666666667
2075,"Instead Of Risking Nuclear War, U.S. Should Let South Korea Take Over Its Own Defense","Policymakers should reconsider Washington’s current strategy, which needlessly risks the lives, wealth and security of Americans.",2017-10-20,1.0,0.6,0.7,-0.25
2076,Why Global Leaders Should Pay Attention To People's Happiness,"The most established national statistics focus on rational behavior, not how people feel.",2017-10-20,0.1,0.35,0.5,0.5
2077,There's Still A Lot We Don't Know About The Attack In Niger That Killed 4 U.S. Soldiers,How did an ISIS-affiliated cell manage to outgun U.S. Green Berets?,2017-10-20,0.0,-0.2,0.3,-0.2
